,mmr,planet1,planet2,m1,m2,m,q,a
5548,4V-3N-7,Venus,Neptune,4,-3,-7,6,1.0523626875679415
5549,4V-3N-6,Venus,Neptune,4,-3,-6,5,0.9495868500817953
5550,4V-3N-5,Venus,Neptune,4,-3,-5,4,0.840906410330162
5551,4V-3N-4,Venus,Neptune,4,-3,-4,3,0.7246717402192565
5552,4V-3N-3,Venus,Neptune,4,-3,-3,2,0.5982040450047083
5553,4V-3N-2,Venus,Neptune,4,-3,-2,1,0.4565154860375546
5554,4V-3N-1,Venus,Neptune,4,-3,-1,0,0.28758685791020866
5555,4V-2N-7,Venus,Neptune,4,-2,-7,5,1.051707923632127
5556,4V-2N-5,Venus,Neptune,4,-2,-5,3,0.8403831378936181
5557,4V-2N-3,Venus,Neptune,4,-2,-3,1,0.5978316877793141
5558,4V-2N-1,Venus,Neptune,4,-2,-1,1,0.28740773899697775
5559,4V-1N-7,Venus,Neptune,4,-1,-7,4,1.0510541772963442
5560,4V-1N-6,Venus,Neptune,4,-1,-6,3,0.948406078174067
5561,4V-1N-5,Venus,Neptune,4,-1,-5,2,0.8398606784643926
5562,4V-1N-4,Venus,Neptune,4,-1,-4,1,0.7237705600472834
5563,4V-1N-3,Venus,Neptune,4,-1,-3,0,0.5974599088226912
5564,4V-1N-2,Venus,Neptune,4,-1,-2,1,0.455947438514095
5565,4V-1N-1,Venus,Neptune,4,-1,-1,2,0.287228898602574
5566,4V+1N-7,Venus,Neptune,4,1,-7,2,1.0497497273440934
5567,4V+1N-6,Venus,Neptune,4,1,-6,1,0.9472289668842874
5568,4V+1N-5,Venus,Neptune,4,1,-5,0,0.8388181905733638
5569,4V+1N-4,Venus,Neptune,4,1,-4,1,0.7228721769793046
5570,4V+1N-3,Venus,Neptune,4,1,-3,2,0.5967180799853377
5571,4V+1N-2,Venus,Neptune,4,1,-2,3,0.4553811536656613
5572,4V+1N-1,Venus,Neptune,4,1,-1,4,0.2868720506047182
5573,4V+2N-7,Venus,Neptune,4,2,-7,1,1.0490990187086504
5574,4V+2N-5,Venus,Neptune,4,2,-5,1,0.8382981581014035
5575,4V+2N-3,Venus,Neptune,4,2,-3,3,0.5963480272515701
5576,4V+2N-1,Venus,Neptune,4,2,-1,5,0.2866940416243925
5577,4V+3N-7,Venus,Neptune,4,3,-7,0,1.0484493176352148
5578,4V+3N-6,Venus,Neptune,4,3,-6,1,0.9460554981224679
5579,4V+3N-5,Venus,Neptune,4,3,-5,2,0.8377789306163893
5580,4V+3N-4,Venus,Neptune,4,3,-4,3,0.7219765730677399
5581,4V+3N-3,Venus,Neptune,4,3,-3,4,0.5959785470804588
5582,4V+3N-2,Venus,Neptune,4,3,-2,5,0.4548166227647307
5583,4V+3N-1,Venus,Neptune,4,3,-1,6,0.28651630840912634
5584,4V+4N-7,Venus,Neptune,4,4,-7,1,1.0478006216355484
5585,4V+4N-5,Venus,Neptune,4,4,-5,3,0.8372605061302203
5586,4V+4N-3,Venus,Neptune,4,4,-3,5,0.5956096380575654
5587,4V+5N-7,Venus,Neptune,4,5,-7,2,1.0471529282298468
5588,4V+5N-6,Venus,Neptune,4,5,-6,3,0.9448856539211543
5589,4V+5N-5,Venus,Neptune,4,5,-5,4,0.8367428826615336
5590,4V+5N-4,Venus,Neptune,4,5,-4,5,0.7210837339204348
5591,4V+5N-3,Venus,Neptune,4,5,-3,6,0.5952412987732465
5592,4V+6N-7,Venus,Neptune,4,6,-7,3,1.0465062349467027
5593,4V+6N-5,Venus,Neptune,4,6,-5,5,0.8362260582356765
5594,5V-7N-4,Venus,Neptune,5,-7,-4,6,0.6255172462033601
5595,5V-7N-3,Venus,Neptune,5,-7,-3,5,0.5163536873162266
5596,5V-7N-2,Venus,Neptune,5,-7,-2,4,0.3940519327868253
5597,5V-7N-1,Venus,Neptune,5,-7,-1,3,0.24823734424881228
5598,5V-6N-5,Venus,Neptune,5,-6,-5,6,0.7254852060013645
5599,5V-6N-4,Venus,Neptune,5,-6,-4,5,0.6252049734844207
5600,5V-6N-3,Venus,Neptune,5,-6,-3,4,0.5160958488600211
5601,5V-6N-2,Venus,Neptune,5,-6,-2,3,0.39385512398771183
5602,5V-6N-1,Venus,Neptune,5,-6,-1,2,0.24811332608044812
5603,5V-5N-6,Venus,Neptune,5,-5,-6,6,0.8188401934903975
5604,5V-5N-4,Venus,Neptune,5,-5,-4,4,0.6248930897469139
5605,5V-5N-3,Venus,Neptune,5,-5,-3,3,0.515838331770388
5606,5V-5N-2,Venus,Neptune,5,-5,-2,2,0.39365856064898924
5607,5V-5N-1,Venus,Neptune,5,-5,-1,1,0.2479894626377544
5608,5V-4N-7,Venus,Neptune,5,-4,-7,6,0.907012988675338
5609,5V-4N-6,Venus,Neptune,5,-4,-6,5,0.8184321121881246
5610,5V-4N-5,Venus,Neptune,5,-4,-5,4,0.724762012650655
5611,5V-4N-4,Venus,Neptune,5,-4,-4,3,0.624581594217151
5612,5V-4N-3,Venus,Neptune,5,-4,-3,2,0.5155811354075699
5613,5V-4N-2,Venus,Neptune,5,-4,-2,1,0.39346224228159804
5614,5V-4N-1,Venus,Neptune,5,-4,-1,0,0.2478657536122145
5615,5V-3N-7,Venus,Neptune,5,-3,-7,5,0.9065613299062276
5616,5V-3N-6,Venus,Neptune,5,-3,-6,4,0.8180245388293118
5617,5V-3N-5,Venus,Neptune,5,-3,-5,3,0.7244010915722946
5618,5V-3N-4,Venus,Neptune,5,-3,-4,2,0.6242704861235547
5619,5V-3N-3,Venus,Neptune,5,-3,-3,1,0.5153242591335586
5620,5V-3N-2,Venus,Neptune,5,-3,-2,0,0.3932661683978173
5621,5V-3N-1,Venus,Neptune,5,-3,-1,1,0.24774219869615657
5622,5V-2N-7,Venus,Neptune,5,-2,-7,4,0.90611023260962
5623,5V-2N-6,Venus,Neptune,5,-2,-6,3,0.8176174724050731
5624,5V-2N-5,Venus,Neptune,5,-2,-5,2,0.7240406196986156
5625,5V-2N-4,Venus,Neptune,5,-2,-4,1,0.6239597646966526
5626,5V-2N-3,Venus,Neptune,5,-2,-3,0,0.5150677023120878
5627,5V-2N-2,Venus,Neptune,5,-2,-2,1,0.39307033851125894
5628,5V-2N-1,Venus,Neptune,5,-2,-1,2,0.24761879758275088
5629,5V-1N-7,Venus,Neptune,5,-1,-7,3,0.9056596956716649
5630,5V-1N-6,Venus,Neptune,5,-1,-6,2,0.8172109119092744
5631,5V-1N-5,Venus,Neptune,5,-1,-5,1,0.7236805961376848
5632,5V-1N-4,Venus,Neptune,5,-1,-4,0,0.6236494291690694
5633,5V-1N-3,Venus,Neptune,5,-1,-3,1,0.514811464308627
5634,5V-1N-2,Venus,Neptune,5,-1,-2,2,0.392874752136864
5635,5V-1N-1,Venus,Neptune,5,-1,-1,3,0.24749554996600673
5636,5V+1N-7,Venus,Neptune,5,1,-7,1,0.9047602984314609
5637,5V+1N-6,Venus,Neptune,5,1,-6,0,0.8163993046921523
5638,5V+1N-5,Venus,Neptune,5,1,-5,1,0.7229618899592258
5639,5V+1N-4,Venus,Neptune,5,1,-4,2,0.6230299127528005
5640,5V+1N-3,Venus,Neptune,5,1,-3,3,0.5142999422262601
5641,5V+1N-2,Venus,Neptune,5,1,-2,4,0.39248430799094436
5642,5V+1N-1,Venus,Neptune,5,1,-1,5,0.2472495140027179
5643,5V+2N-7,Venus,Neptune,5,2,-7,0,0.9043114359166303
5644,5V+2N-6,Venus,Neptune,5,2,-6,1,0.815994255972227
5645,5V+2N-5,Venus,Neptune,5,2,-5,2,0.7226032046921028
5646,5V+2N-4,Venus,Neptune,5,2,-4,3,0.6227207303397846
5647,5V+2N-3,Venus,Neptune,5,2,-3,4,0.5140446568869201
5648,5V+2N-2,Venus,Neptune,5,2,-2,5,0.392289449255904
5649,5V+2N-1,Venus,Neptune,5,2,-1,6,0.24712672504836086
5650,5V+3N-7,Venus,Neptune,5,3,-7,1,0.9038631293352687
5651,5V+3N-6,Venus,Neptune,5,3,-6,2,0.8155897091835185
5652,5V+3N-5,Venus,Neptune,5,3,-5,3,0.7222449633193071
5653,5V+3N-4,Venus,Neptune,5,3,-4,4,0.6224119307774127
5654,5V+3N-3,Venus,Neptune,5,3,-3,5,0.5137896878447115
5655,5V+3N-2,Venus,Neptune,5,3,-2,6,0.3920948321059863
5656,5V+4N-7,Venus,Neptune,5,4,-7,2,0.9034153775885826
5657,5V+4N-6,Venus,Neptune,5,4,-6,3,0.8151856633335031
5658,5V+4N-5,Venus,Neptune,5,4,-5,4,0.7218871649639003
5659,5V+4N-4,Venus,Neptune,5,4,-4,5,0.6221035133086875
5660,5V+4N-3,Venus,Neptune,5,4,-3,6,0.5135350344736949
5661,5V+5N-7,Venus,Neptune,5,5,-7,3,0.9029681795807597
5662,5V+5N-6,Venus,Neptune,5,5,-6,4,0.8147821174323511
5663,5V+5N-4,Venus,Neptune,5,5,-4,6,0.6217954771786647
5664,5V+6N-7,Venus,Neptune,5,6,-7,4,0.9025215342189568
5665,5V+6N-6,Venus,Neptune,5,6,-6,5,0.8143790704929177
5666,5V+6N-5,Venus,Neptune,5,6,-5,6,0.7211728938093708
5667,6V-7N-5,Venus,Neptune,6,-7,-5,6,0.6423997923908337
5668,6V-7N-4,Venus,Neptune,6,-7,-4,5,0.5536038405820182
5669,6V-7N-3,Venus,Neptune,6,-7,-3,4,0.4569902117994336
5670,6V-7N-2,Venus,Neptune,6,-7,-2,3,0.348748983770176
5671,6V-7N-1,Venus,Neptune,6,-7,-1,2,0.21969818394716764
5672,6V-6N-5,Venus,Neptune,6,-6,-5,5,0.6421327578720676
5673,6V-6N-1,Venus,Neptune,6,-6,-1,1,0.219606782948719
5674,6V-5N-7,Venus,Neptune,6,-5,-7,6,0.8032717194838819
5675,6V-5N-6,Venus,Neptune,6,-5,-6,5,0.724822209899156
5676,6V-5N-5,Venus,Neptune,6,-5,-5,4,0.6418660003410044
5677,6V-5N-4,Venus,Neptune,6,-5,-4,3,0.5531437378730246
5678,6V-5N-3,Venus,Neptune,6,-5,-3,2,0.45661033261211126
5679,6V-5N-2,Venus,Neptune,6,-5,-2,1,0.34845902696498476
5680,6V-5N-1,Venus,Neptune,6,-5,-1,0,0.21951547692648252
5681,6V-4N-7,Venus,Neptune,6,-4,-7,5,0.8029382889774817
5682,6V-4N-5,Venus,Neptune,6,-4,-5,3,0.641599519338837
5683,6V-4N-3,Venus,Neptune,6,-4,-3,1,0.45642068867014907
5684,6V-4N-1,Venus,Neptune,6,-4,-1,1,0.21942426572269763
5685,6V-3N-7,Venus,Neptune,6,-3,-7,4,0.8026052042234746
5686,6V-3N-5,Venus,Neptune,6,-3,-5,2,0.6413333144078017
5687,6V-3N-4,Venus,Neptune,6,-3,-4,1,0.5526845890489249
5688,6V-3N-2,Venus,Neptune,6,-3,-2,1,0.34816967173977253
5689,6V-3N-1,Venus,Neptune,6,-3,-1,2,0.21933314917996377
5690,6V-2N-7,Venus,Neptune,6,-2,-7,3,0.8022724646496883
5691,6V-2N-5,Venus,Neptune,6,-2,-5,1,0.6410673850911744
5692,6V-2N-3,Venus,Neptune,6,-2,-3,1,0.4560419904567817
5693,6V-2N-1,Venus,Neptune,6,-2,-1,3,0.2192421271412393
5694,6V-1N-7,Venus,Neptune,6,-1,-7,2,0.8019400696852504
5695,6V-1N-6,Venus,Neptune,6,-1,-6,1,0.7236206357343318
5696,6V-1N-5,Venus,Neptune,6,-1,-5,0,0.6408017309332681
5697,6V-1N-4,Venus,Neptune,6,-1,-4,1,0.5522263909529163
5698,6V-1N-3,Venus,Neptune,6,-1,-3,2,0.455852935534469
5699,6V-1N-2,Venus,Neptune,6,-1,-2,3,0.34788091610123223
5700,6V-1N-1,Venus,Neptune,6,-1,-1,4,0.21915119944984052
5701,6V+1N-7,Venus,Neptune,6,1,-7,0,0.8012763113074066
5702,6V+1N-6,Venus,Neptune,6,1,-6,1,0.7230217140551802
5703,6V+1N-5,Venus,Neptune,6,1,-5,2,0.6402712462760377
5704,6V+1N-4,Venus,Neptune,6,1,-4,3,0.5517691404425289
5705,6V+1N-3,Venus,Neptune,6,1,-3,4,0.455475412436863
5706,6V+1N-2,Venus,Neptune,6,1,-2,5,0.34759275806512197
5707,6V+1N-1,Venus,Neptune,6,1,-1,6,0.21896962648406837
5708,6V+2N-7,Venus,Neptune,6,2,-7,1,0.8009449467587219
5709,6V+2N-5,Venus,Neptune,6,2,-5,3,0.6400064148704976
5710,6V+2N-3,Venus,Neptune,6,2,-3,5,0.45528694361509026
5711,6V+3N-7,Venus,Neptune,6,3,-7,2,0.8006139245488203
5712,6V+3N-5,Venus,Neptune,6,3,-5,4,0.6397418568112404
5713,6V+3N-4,Venus,Neptune,6,3,-4,5,0.5513128343895423
5714,6V+4N-7,Venus,Neptune,6,4,-7,3,0.8002832441132728
5715,6V+4N-5,Venus,Neptune,6,4,-5,5,0.6394775716477192
5716,6V+5N-7,Venus,Neptune,6,5,-7,4,0.7999529048889285
5717,6V+5N-6,Venus,Neptune,6,5,-6,5,0.7218275749143576
5718,6V+5N-5,Venus,Neptune,6,5,-5,6,0.639213558930407
5719,6V+6N-7,Venus,Neptune,6,6,-7,5,0.7996229063139102
5720,7V-7N-6,Venus,Neptune,7,-7,-6,6,0.6543062591739183
5721,7V-7N-5,Venus,Neptune,7,-7,-5,5,0.5794205366348604
5722,7V-7N-4,Venus,Neptune,7,-7,-4,4,0.49932976692317
5723,7V-7N-3,Venus,Neptune,7,-7,-3,3,0.4121878185262208
5724,7V-7N-2,Venus,Neptune,7,-7,-2,2,0.3145582887341789
5725,7V-7N-1,Venus,Neptune,7,-7,-1,1,0.19815934989607642
5726,7V-6N-7,Venus,Neptune,7,-6,-7,6,0.7248652155908393
5727,7V-6N-6,Venus,Neptune,7,-6,-6,5,0.6540732648254868
5728,7V-6N-5,Venus,Neptune,7,-6,-5,4,0.5792141721168971
5729,7V-6N-4,Venus,Neptune,7,-6,-4,3,0.499151897125573
5730,7V-6N-3,Venus,Neptune,7,-6,-3,2,0.4120409681821998
5731,7V-6N-2,Venus,Neptune,7,-6,-2,1,0.3144461997621624
5732,7V-6N-1,Venus,Neptune,7,-6,-1,0,0.19808872315931292
5733,7V-5N-7,Venus,Neptune,7,-5,-7,5,0.7246072771265364
5734,7V-5N-6,Venus,Neptune,7,-5,-6,4,0.6538404775212335
5735,7V-5N-5,Venus,Neptune,7,-5,-5,3,0.5790079910557765
5736,7V-5N-4,Venus,Neptune,7,-5,-4,2,0.49897418552104483
5737,7V-5N-3,Venus,Neptune,7,-5,-3,1,0.4118942485037789
5738,7V-5N-2,Venus,Neptune,7,-5,-2,0,0.31433421053955507
5739,7V-5N-1,Venus,Neptune,7,-5,-1,1,0.1980181593037175
5740,7V-4N-7,Venus,Neptune,7,-4,-7,4,0.7243495681088423
5741,7V-4N-6,Venus,Neptune,7,-4,-6,3,0.6536078969673383
5742,7V-4N-5,Venus,Neptune,7,-4,-5,2,0.5788019931909899
5743,7V-4N-4,Venus,Neptune,7,-4,-4,1,0.49879663188481305
5744,7V-4N-3,Venus,Neptune,7,-4,-3,0,0.41174765930518725
5745,7V-4N-2,Venus,Neptune,7,-4,-2,1,0.314222320924476
5746,7V-4N-1,Venus,Neptune,7,-4,-1,2,0.1979476582397848
5747,7V-3N-7,Venus,Neptune,7,-3,-7,3,0.7240920882120737
5748,7V-3N-6,Venus,Neptune,7,-3,-6,2,0.653375522870554
5749,7V-3N-5,Venus,Neptune,7,-3,-5,1,0.5785961782625371
5750,7V-3N-4,Venus,Neptune,7,-3,-4,0,0.49861923599254404
5751,7V-3N-3,Venus,Neptune,7,-3,-3,1,0.4116012004010168
5752,7V-3N-2,Venus,Neptune,7,-3,-2,2,0.31411053077532175
5753,7V-3N-1,Venus,Neptune,7,-3,-1,3,0.1978772198781845
5754,7V-2N-7,Venus,Neptune,7,-2,-7,2,0.7238348371111817
5755,7V-2N-6,Venus,Neptune,7,-2,-6,1,0.6531433549382036
5756,7V-2N-5,Venus,Neptune,7,-2,-5,0,0.5783905460109233
5757,7V-2N-4,Venus,Neptune,7,-2,-4,1,0.49844199762034147
5758,7V-2N-3,Venus,Neptune,7,-2,-3,2,0.4114548716062211
5759,7V-2N-2,Venus,Neptune,7,-2,-2,3,0.3139988399507651
5760,7V-2N-1,Venus,Neptune,7,-2,-1,4,0.1978068441297608
5761,7V-1N-7,Venus,Neptune,7,-1,-7,1,0.7235778144817518
5762,7V-1N-6,Venus,Neptune,7,-1,-6,0,0.6529113928781805
5763,7V-1N-5,Venus,Neptune,7,-1,-5,1,0.5781850961771603
5764,7V-1N-4,Venus,Neptune,7,-1,-4,2,0.4982649165447455
5765,7V-1N-3,Venus,Neptune,7,-1,-3,3,0.41130867273611504
5766,7V-1N-2,Venus,Neptune,7,-1,-2,4,0.31388724830975506
5767,7V-1N-1,Venus,Neptune,7,-1,-1,5,0.1977365309055322
5768,7V+1N-7,Venus,Neptune,7,1,-7,1,0.7230644531187235
5769,7V+1N-6,Venus,Neptune,7,1,-6,2,0.6524480852095242
5770,7V+1N-5,Venus,Neptune,7,1,-5,3,0.5777747427297496
5771,7V+1N-4,Venus,Neptune,7,1,-4,4,0.49791122539170857
5772,7V+1N-3,Venus,Neptune,7,1,-3,5,0.4110166640330293
5773,7V+1N-2,Venus,Neptune,7,1,-2,6,0.3136643620155444
5774,7V+2N-7,Venus,Neptune,7,2,-7,2,0.7228081132911348
5775,7V+2N-6,Venus,Neptune,7,2,-6,3,0.6522167390195116
5776,7V+2N-5,Venus,Neptune,7,2,-5,4,0.5775698386006396
5777,7V+2N-4,Venus,Neptune,7,2,-4,5,0.49773461486951986
5778,7V+2N-3,Venus,Neptune,7,2,-3,6,0.41087085383247574
5779,7V+3N-7,Venus,Neptune,7,3,-7,3,0.7225520001964073
5780,7V+3N-6,Venus,Neptune,7,3,-6,4,0.6519855975390632
5781,7V+3N-5,Venus,Neptune,7,3,-5,5,0.5773651158584531
5782,7V+3N-4,Venus,Neptune,7,3,-4,6,0.49755816075444
5783,7V+4N-7,Venus,Neptune,7,4,-7,4,0.7222961135143366
5784,7V+4N-6,Venus,Neptune,7,4,-6,5,0.651754660478898
5785,7V+4N-5,Venus,Neptune,7,4,-5,6,0.5771605742467089
5786,7V+5N-7,Venus,Neptune,7,5,-7,5,0.7220404529253389
5787,7V+5N-6,Venus,Neptune,7,5,-6,6,0.6515239275502963
5788,7V+6N-7,Venus,Neptune,7,6,-7,6,0.7217850181104489
5789,1E-7M+1,Earth,Mars,1,-7,1,5,0.5129878105180573
5790,1E-7M+2,Earth,Mars,1,-7,2,4,0.8143187070896525
5791,1E-7M+3,Earth,Mars,1,-7,3,3,1.0670580786181465
5792,1E-7M+4,Earth,Mars,1,-7,4,2,1.2926465639915083
5793,1E-7M+5,Earth,Mars,1,-7,5,1,1.499980595195745
5794,1E-7M+6,Earth,Mars,1,-7,6,0,1.6938384944265452
5795,1E-6M+1,Earth,Mars,1,-6,1,4,0.5929723276923553
5796,1E-6M+2,Earth,Mars,1,-6,2,3,0.9412852689922321
5797,1E-6M+3,Earth,Mars,1,-6,3,2,1.233430118211757
5798,1E-6M+4,Earth,Mars,1,-6,4,1,1.4941908826144914
5799,1E-6M+5,Earth,Mars,1,-6,5,0,1.7338492993430652
5800,1E-6M+6,Earth,Mars,1,-6,6,1,1.957928660401931
5801,1E-5M+1,Earth,Mars,1,-5,1,3,0.7137556868945208
5802,1E-5M+2,Earth,Mars,1,-5,2,2,1.133013978184309
5803,1E-5M+3,Earth,Mars,1,-5,3,1,1.4846643626556062
5804,1E-5M+4,Earth,Mars,1,-5,4,0,1.7985351345054974
5805,1E-5M+5,Earth,Mars,1,-5,5,1,2.0870014054982264
5806,1E-5M+6,Earth,Mars,1,-5,6,2,2.356710789332065
5807,1E-4M+1,Earth,Mars,1,-4,1,2,0.923562257388468
5808,1E-4M+2,Earth,Mars,1,-4,2,1,1.4660587207921263
5809,1E-4M+3,Earth,Mars,1,-4,3,0,1.9210685170601638
5810,1E-4M+4,Earth,Mars,1,-4,4,1,2.327182410250541
5811,1E-4M+5,Earth,Mars,1,-4,5,2,2.7004104969917915
5812,1E-4M+6,Earth,Mars,1,-4,6,3,3.0493519153505173
5813,1E-3M+1,Earth,Mars,1,-3,1,1,1.4135655929380184
5814,1E-3M+2,Earth,Mars,1,-3,2,0,2.243870248392978
5815,1E-3M+3,Earth,Mars,1,-3,3,1,2.9402128844991533
5816,1E-3M+4,Earth,Mars,1,-3,4,2,3.5616352763393473
5817,1E-3M+5,Earth,Mars,1,-3,5,3,4.132620975259899
5818,1E-3M+6,Earth,Mars,1,-3,6,4,4.666312350827122
5819,1E-2M+1,Earth,Mars,1,-2,1,0,6.292783725805905
5820,1E-2M+2,Earth,Mars,1,-2,2,1,9.987854806172136
5821,1E-2M+3,Earth,Mars,1,-2,3,2,13.088119262662387
5822,1E-2M+4,Earth,Mars,1,-2,4,3,15.855404669377828
5823,1E-2M+5,Earth,Mars,1,-2,5,4,18.398714731129836
5824,1E-2M+6,Earth,Mars,1,-2,6,5,20.776805666024995
5825,1E-1M-6,Earth,Mars,1,-1,-6,6,5.472721239913731
5826,1E-1M-5,Earth,Mars,1,-1,-5,5,4.846615444525638
5827,1E-1M-4,Earth,Mars,1,-1,-4,4,4.1772960203255085
5828,1E-1M-3,Earth,Mars,1,-1,-3,3,3.448673170146184
5829,1E-1M-2,Earth,Mars,1,-1,-2,2,2.6320432632779034
5830,1E-1M-1,Earth,Mars,1,-1,-1,1,1.6581631345148473
5831,1E+1M-7,Earth,Mars,1,1,-7,5,2.7537933412843314
5832,1E+1M-6,Earth,Mars,1,1,-6,4,2.484891226508006
5833,1E+1M-5,Earth,Mars,1,1,-5,3,2.20052241156347
5834,1E+1M-4,Earth,Mars,1,1,-4,2,1.8963727891131563
5835,1E+1M-3,Earth,Mars,1,1,-3,1,1.565433130291041
5836,1E+1M-2,Earth,Mars,1,1,-2,0,1.1946549136633506
5837,1E+1M-1,Earth,Mars,1,1,-1,1,0.7525879418672653
5838,1E+2M-7,Earth,Mars,1,2,-7,4,2.25773744538808
5839,1E+2M-6,Earth,Mars,1,2,-6,3,2.0372572098588417
5840,1E+2M-5,Earth,Mars,1,2,-5,2,1.8041027447816187
5841,1E+2M-4,Earth,Mars,1,2,-4,1,1.5547364883150805
5842,1E+2M-3,Earth,Mars,1,2,-3,0,1.2834113203397663
5843,1E+2M-2,Earth,Mars,1,2,-2,1,0.9794288274304671
5844,1E+2M-1,Earth,Mars,1,2,-1,2,0.6170022661092383
5845,1E+3M-7,Earth,Mars,1,3,-7,3,1.9377588293242411
5846,1E+3M-6,Earth,Mars,1,3,-6,2,1.7485199920462635
5847,1E+3M-5,Earth,Mars,1,3,-5,1,1.548405621670054
5848,1E+3M-4,Earth,Mars,1,3,-4,0,1.3343793212221042
5849,1E+3M-3,Earth,Mars,1,3,-3,1,1.1015082808149737
5850,1E+3M-2,Earth,Mars,1,3,-2,2,0.8406096236555753
5851,1E+3M-1,Earth,Mars,1,3,-1,3,0.5295508225325805
5852,1E+4M-7,Earth,Mars,1,4,-7,2,1.711351677538762
5853,1E+4M-6,Earth,Mars,1,4,-6,1,1.5442206893208177
5854,1E+4M-5,Earth,Mars,1,4,-5,0,1.3674860183442301
5855,1E+4M-4,Earth,Mars,1,4,-4,1,1.1784659212563682
5856,1E+4M-3,Earth,Mars,1,4,-3,2,0.9728038682751645
5857,1E+4M-2,Earth,Mars,1,4,-2,3,0.7423892730915788
5858,1E+4M-1,Earth,Mars,1,4,-1,4,0.4676753420327311
5859,1E+5M-7,Earth,Mars,1,5,-7,1,1.5412487093476883
5860,1E+5M-6,Earth,Mars,1,5,-6,0,1.3907286680755515
5861,1E+5M-5,Earth,Mars,1,5,-5,1,1.2315601218667673
5862,1E+5M-4,Earth,Mars,1,5,-4,2,1.0613279106811107
5863,1E+5M-3,Earth,Mars,1,5,-3,3,0.8761079149994232
5864,1E+5M-2,Earth,Mars,1,5,-2,4,0.668595978288904
5865,1E+5M-1,Earth,Mars,1,5,-1,5,0.4211884102838735
5866,1E+6M-7,Earth,Mars,1,6,-7,0,1.407946951345186
5867,1E+6M-6,Earth,Mars,1,6,-6,1,1.2704445958810315
5868,1E+6M-5,Earth,Mars,1,6,-5,2,1.1250421366153136
5869,1E+6M-4,Earth,Mars,1,6,-4,3,0.9695331608526249
5870,1E+6M-3,Earth,Mars,1,6,-3,4,0.8003326613426072
5871,1E+6M-2,Earth,Mars,1,6,-2,5,0.6107681216707505
5872,1E+6M-1,Earth,Mars,1,6,-1,6,0.38475923154020275
5873,2E-7M+1,Earth,Mars,2,-7,1,4,0.6961402413464883
5874,2E-7M+2,Earth,Mars,2,-7,2,3,1.1050521875390316
5875,2E-7M+3,Earth,Mars,2,-7,3,2,1.448025164804204
5876,2E-7M+4,Earth,Mars,2,-7,4,1,1.7541523493158095
5877,2E-7M+5,Earth,Mars,2,-7,5,0,2.035503297237115
5878,2E-7M+6,Earth,Mars,2,-7,6,1,2.2985615890054762
5879,2E-6M+1,Earth,Mars,2,-6,1,3,0.8904923289027059
5880,2E-6M+3,Earth,Mars,2,-6,3,1,1.852288496426465
5881,2E-6M+5,Earth,Mars,2,-6,5,1,2.603747867164051
5882,2E-5M+1,Earth,Mars,2,-5,1,2,1.3213804251083043
5883,2E-5M+2,Earth,Mars,2,-5,2,1,2.097555661248553
5884,2E-5M+3,Earth,Mars,2,-5,3,0,2.748529555705921
5885,2E-5M+4,Earth,Mars,2,-5,4,1,3.329496915957754
5886,2E-5M+5,Earth,Mars,2,-5,5,2,3.863348603187389
5887,2E-5M+6,Earth,Mars,2,-5,6,3,4.362373820717851
5888,2E-4M+1,Earth,Mars,2,-4,1,1,3.965084991152786
5889,2E-4M+3,Earth,Mars,2,-4,3,1,8.245098132736402
5890,2E-4M+5,Earth,Mars,2,-4,5,3,11.590022130027203
5891,2E-3M-5,Earth,Mars,2,-3,-5,6,5.338804212848432
5892,2E-3M-4,Earth,Mars,2,-3,-4,5,4.601482741491928
5893,2E-3M-3,Earth,Mars,2,-3,-3,4,3.7990990083879255
5894,2E-3M-2,Earth,Mars,2,-3,-2,3,2.8996318675257755
5895,2E-3M-1,Earth,Mars,2,-3,-1,2,1.8268101828521874
5896,2E-2M-5,Earth,Mars,2,-2,-5,5,3.054104467711107
5897,2E-2M-3,Earth,Mars,2,-2,-3,3,2.172765155121575
5898,2E-2M-1,Earth,Mars,2,-2,-1,1,1.0445888728183603
5899,2E-1M-7,Earth,Mars,2,-1,-7,6,2.832393578853488
5900,2E-1M-6,Earth,Mars,2,-1,-6,5,2.555824247098783
5901,2E-1M-5,Earth,Mars,2,-1,-5,4,2.2633443039341508
5902,2E-1M-4,Earth,Mars,2,-1,-4,3,1.9505165442934034
5903,2E-1M-3,Earth,Mars,2,-1,-3,2,1.610131631680579
5904,2E-1M-2,Earth,Mars,2,-1,-2,1,1.228768389930788
5905,2E-1M-1,Earth,Mars,2,-1,-1,0,0.7740787201816838
5906,2E+1M-7,Earth,Mars,2,1,-7,4,1.9699414242331523
5907,2E+1M-6,Earth,Mars,2,1,-6,3,1.7775610221611793
5908,2E+1M-5,Earth,Mars,2,1,-5,2,1.5741240223066604
5909,2E+1M-4,Earth,Mars,2,1,-4,1,1.3565435969311035
5910,2E+1M-3,Earth,Mars,2,1,-3,0,1.1198049131835082
5911,2E+1M-2,Earth,Mars,2,1,-2,1,0.8545728321473575
5912,2E+1M-1,Earth,Mars,2,1,-1,2,0.5383474988602942
5913,2E+2M-7,Earth,Mars,2,2,-7,3,1.734859165278665
5914,2E+2M-5,Earth,Mars,2,2,-5,1,1.3862712539738644
5915,2E+2M-3,Earth,Mars,2,2,-3,1,0.9861677334582051
