,mmr,planet,m1,m,q,a
1128,23V-16,Venus,23,-16,7,0.5678834130211545
1129,23V-15,Venus,23,-15,8,0.5439680198724434
1130,23V-14,Venus,23,-14,9,0.5195147539739111
1131,23V-13,Venus,23,-13,10,0.49447168803442587
1132,23V-12,Venus,23,-12,11,0.468777428912458
1133,23V-11,Venus,23,-11,12,0.44235844100181076
1134,23V-10,Venus,23,-10,13,0.41512529322767977
1135,23V-9,Venus,23,-9,14,0.3869672415482023
1136,23V-8,Venus,23,-8,15,0.3577441329757485
1137,23V-7,Venus,23,-7,16,0.3272737871313434
1138,23V-6,Venus,23,-6,17,0.29531127520120165
1139,23V-5,Venus,23,-5,18,0.2615125476406677
1140,23V-4,Venus,23,-4,19,0.22536468180626806
1141,23V-3,Venus,23,-3,20,0.1860344459486459
1142,23V-2,Venus,23,-2,21,0.14197085325528866
1143,23V-1,Venus,23,-1,22,0.08943603324393713
1144,23V+1,Venus,23,1,24,0.08943603324393713
1145,23V+2,Venus,23,2,25,0.14197085325528866
1146,24V-25,Venus,24,-25,1,0.7432762638087631
1147,24V-23,Venus,24,-23,1,0.7030865914453631
1148,24V-19,Venus,24,-19,5,0.6190028646608994
1149,24V-17,Venus,24,-17,7,0.5747639743591321
1150,24V-13,Venus,24,-13,11,0.4806391686313214
1151,24V-11,Venus,24,-11,13,0.4299837553193849
1152,24V-7,Venus,24,-7,17,0.3181185187506256
1153,24V-5,Venus,24,-5,19,0.25419690656974164
1154,24V-1,Venus,24,-1,23,0.08693411919077637
1155,24V+1,Venus,24,1,25,0.08693411919077637
1156,1E-25,Earth,1,-25,24,8.549881272361837
1157,1E-24,Earth,1,-24,23,8.32033678986797
1158,1E-23,Earth,1,-23,22,8.087580854854355
1159,1E-22,Earth,1,-22,21,7.851425823796083
1160,1E-21,Earth,1,-21,20,7.611663981119515
1161,1E-20,Earth,1,-20,19,7.368064323532113
1162,1E-19,Earth,1,-19,18,7.120368640568117
1163,1E-18,Earth,1,-18,17,6.868286691611373
1164,1E-17,Earth,1,-17,16,6.611490208525968
1165,1E-16,Earth,1,-16,15,6.349605350801555
1166,1E-15,Earth,1,-15,14,6.082203090369759
1167,1E-14,Earth,1,-14,13,5.8087867791451355
1168,1E-13,Earth,1,-13,12,5.528775808858338
1169,1E-12,Earth,1,-12,11,5.241483731884695
1170,1E-11,Earth,1,-11,10,4.9460883335444406
1171,1E-10,Earth,1,-10,9,4.641589669098768
1172,1E-9,Earth,1,-9,8,4.326749489736993
1173,1E-8,Earth,1,-8,7,4.000000719999999
1174,1E-7,Earth,1,-7,6,3.659306368697999
1175,1E-6,Earth,1,-6,5,3.3019278432415313
1176,1E-5,Earth,1,-5,4,2.924018264536059
1177,1E-4,Earth,1,-4,3,2.5198425533613245
1178,1E-3,Earth,1,-3,2,2.0800841974669924
1179,1E-2,Earth,1,-2,1,1.5874013377003888
1180,1E-1,Earth,1,-1,0,1.00000018
1181,1E+1,Earth,1,1,2,1.00000018
1182,1E+2,Earth,1,2,3,1.5874013377003888
1183,1E+3,Earth,1,3,4,2.0800841974669924
1184,1E+4,Earth,1,4,5,2.5198425533613245
1185,1E+5,Earth,1,5,6,2.924018264536059
1186,1E+6,Earth,1,6,7,3.3019278432415313
1187,1E+7,Earth,1,7,8,3.659306368697999
1188,1E+8,Earth,1,8,9,4.000000719999999
1189,1E+9,Earth,1,9,10,4.326749489736993
1190,1E+10,Earth,1,10,11,4.641589669098768
1191,1E+11,Earth,1,11,12,4.9460883335444406
1192,1E+12,Earth,1,12,13,5.241483731884695
1193,1E+13,Earth,1,13,14,5.528775808858338
1194,1E+14,Earth,1,14,15,5.8087867791451355
1195,1E+15,Earth,1,15,16,6.082203090369759
1196,1E+16,Earth,1,16,17,6.349605350801555
1197,1E+17,Earth,1,17,18,6.611490208525968
1198,1E+18,Earth,1,18,19,6.868286691611373
1199,1E+19,Earth,1,19,20,7.120368640568117
1200,1E+20,Earth,1,20,21,7.368064323532113
1201,1E+21,Earth,1,21,22,7.611663981119515
1202,1E+22,Earth,1,22,23,7.851425823796083
1203,1E+23,Earth,1,23,24,8.087580854854355
1204,1E+24,Earth,1,24,25,8.32033678986797
1205,2E-25,Earth,2,-25,23,5.38608769457532
1206,2E-23,Earth,2,-23,21,5.0948566808788875
1207,2E-21,Earth,2,-21,19,4.795047837269545
1208,2E-19,Earth,2,-19,17,4.4855511666315575
1209,2E-17,Earth,2,-17,15,4.164977842447856
1210,2E-15,Earth,2,-15,13,3.831547851646255
1211,2E-13,Earth,2,-13,11,3.482910510865087
1212,2E-11,Earth,2,-11,9,3.1158404030360476
1213,2E-9,Earth,2,-9,7,2.7256813798707693
1214,2E-7,Earth,2,-7,5,2.30521856096849
1215,2E-5,Earth,2,-5,3,1.8420160808830282
1216,2E-3,Earth,2,-3,1,1.3103709329711737
1217,2E-1,Earth,2,-1,1,0.6299606383403311
1218,2E+1,Earth,2,1,3,0.6299606383403311
1219,2E+3,Earth,2,3,5,1.3103709329711737
1220,2E+5,Earth,2,5,7,1.8420160808830282
1221,2E+7,Earth,2,7,9,2.30521856096849
1222,2E+9,Earth,2,9,11,2.7256813798707693
1223,2E+11,Earth,2,11,13,3.1158404030360476
1224,2E+13,Earth,2,13,15,3.482910510865087
1225,2E+15,Earth,2,15,17,3.831547851646255
1226,2E+17,Earth,2,17,19,4.164977842447856
1227,2E+19,Earth,2,19,21,4.4855511666315575
1228,2E+21,Earth,2,21,23,4.795047837269545
1229,2E+23,Earth,2,23,25,5.0948566808788875
1230,3E-25,Earth,3,-25,22,4.110354197081072
1231,3E-23,Earth,3,-23,20,3.888103337580039
1232,3E-22,Earth,3,-22,19,3.7745718402234636
1233,3E-20,Earth,3,-20,17,3.5421958682038452
1234,3E-19,Earth,3,-19,16,3.423116204096571
1235,3E-17,Earth,3,-17,14,3.178472970779405
1236,3E-16,Earth,3,-16,13,3.052571862938388
1237,3E-14,Earth,3,-14,11,2.7925734120764756
1238,3E-13,Earth,3,-13,10,2.657958178217311
1239,3E-11,Earth,3,-11,8,2.377831257918985
1240,3E-10,Earth,3,-10,7,2.231443568600335
1241,3E-8,Earth,3,-8,5,1.9229997732164414
1242,3E-7,Earth,3,-7,4,1.7592110126259508
1243,3E-5,Earth,3,-5,2,1.4057213618660482
1244,3E-4,Earth,3,-4,1,1.2114139466092309
1245,3E-2,Earth,3,-2,1,0.7631429657345971
1246,3E-1,Earth,3,-1,2,0.48074994330411036
1247,3E+1,Earth,3,1,4,0.48074994330411036
1248,3E+2,Earth,3,2,5,0.7631429657345971
1249,3E+4,Earth,3,4,7,1.2114139466092309
1250,3E+5,Earth,3,5,8,1.4057213618660482
1251,3E+7,Earth,3,7,10,1.7592110126259508
1252,3E+8,Earth,3,8,11,1.9229997732164414
1253,3E+10,Earth,3,10,13,2.231443568600335
1254,3E+11,Earth,3,11,14,2.377831257918985
1255,3E+13,Earth,3,13,16,2.657958178217311
1256,3E+14,Earth,3,14,17,2.7925734120764756
1257,3E+16,Earth,3,16,19,3.052571862938388
1258,3E+17,Earth,3,17,20,3.178472970779405
1259,3E+19,Earth,3,19,22,3.423116204096571
1260,3E+20,Earth,3,20,23,3.5421958682038452
1261,3E+22,Earth,3,22,25,3.7745718402234636
1262,4E-25,Earth,4,-25,21,3.3930226314875966
1263,4E-23,Earth,4,-23,19,3.2095585892184184
1264,4E-21,Earth,4,-21,17,3.020690852714393
1265,4E-19,Earth,4,-19,15,2.825720167609802
1266,4E-17,Earth,4,-17,13,2.623771628022893
1267,4E-15,Earth,4,-15,11,2.413723895984297
1268,4E-13,Earth,4,-13,9,2.194096133769515
1269,4E-11,Earth,4,-11,7,1.962856455949021
1270,4E-9,Earth,4,-9,5,1.7170716729028432
1271,4E-7,Earth,4,-7,3,1.452196694786284
1272,4E-5,Earth,4,-5,1,1.1603974172746923
1273,4E-3,Earth,4,-3,1,0.8254819608103829
1274,4E-1,Earth,4,-1,3,0.39685033442509726
1275,4E+1,Earth,4,1,5,0.39685033442509726
1276,4E+3,Earth,4,3,7,0.8254819608103829
1277,4E+5,Earth,4,5,9,1.1603974172746923
1278,4E+7,Earth,4,7,11,1.452196694786284
1279,4E+9,Earth,4,9,13,1.7170716729028432
1280,4E+11,Earth,4,11,15,1.962856455949021
1281,4E+13,Earth,4,13,17,2.194096133769515
1282,4E+15,Earth,4,15,19,2.413723895984297
1283,4E+17,Earth,4,17,21,2.623771628022893
1284,4E+19,Earth,4,19,23,2.825720167609802
1285,4E+21,Earth,4,21,25,3.020690852714393
1286,5E-24,Earth,5,-24,19,2.845515155784686
1287,5E-23,Earth,5,-23,18,2.7659137457207814
1288,5E-22,Earth,5,-22,17,2.6851498611615146
1289,5E-21,Earth,5,-21,16,2.6031524643799515
1290,5E-19,Earth,5,-19,14,2.4351318213685067
1291,5E-18,Earth,5,-18,13,2.3489210075070233
1292,5E-17,Earth,5,-17,12,2.261097845653581
1293,5E-16,Earth,5,-16,11,2.1715344841520623
1294,5E-14,Earth,5,-14,9,1.986577134342357
1295,5E-13,Earth,5,-13,8,1.8908147295431517
1296,5E-12,Earth,5,-12,7,1.7925622212840076
1297,5E-11,Earth,5,-11,6,1.6915384160998443
1298,5E-9,Earth,5,-9,4,1.479727510949186
1299,5E-8,Earth,5,-8,3,1.3679810035778939
1300,5E-7,Earth,5,-7,2,1.2514651743988854
1301,5E-6,Earth,5,-6,1,1.1292434379210163
1302,5E-4,Earth,5,-4,1,0.8617740311320513
1303,5E-3,Earth,5,-3,2,0.7113787889461716
1304,5E-2,Earth,5,-2,3,0.5428836210380156
1305,5E-1,Earth,5,-1,4,0.3419952508944735
1306,5E+1,Earth,5,1,6,0.3419952508944735
1307,5E+2,Earth,5,2,7,0.5428836210380156
1308,5E+3,Earth,5,3,8,0.7113787889461716
1309,5E+4,Earth,5,4,9,0.8617740311320513
1310,5E+6,Earth,5,6,11,1.1292434379210163
1311,5E+7,Earth,5,7,12,1.2514651743988854
1312,5E+8,Earth,5,8,13,1.3679810035778939
1313,5E+9,Earth,5,9,14,1.479727510949186
1314,5E+11,Earth,5,11,16,1.6915384160998443
1315,5E+12,Earth,5,12,17,1.7925622212840076
1316,5E+13,Earth,5,13,18,1.8908147295431517
1317,5E+14,Earth,5,14,19,1.986577134342357
1318,5E+16,Earth,5,16,21,2.1715344841520623
1319,5E+17,Earth,5,17,22,2.261097845653581
1320,5E+18,Earth,5,18,23,2.3489210075070233
1321,5E+19,Earth,5,19,24,2.4351318213685067
1322,6E-25,Earth,6,-25,19,2.5893608877130916
1323,6E-23,Earth,6,-23,17,2.449351619591802
1324,6E-19,Earth,6,-19,13,2.1564280808887526
1325,6E-17,Earth,6,-17,11,2.0023125012034324
1326,6E-13,Earth,6,-13,7,1.6744087292381094
1327,6E-11,Earth,6,-11,5,1.497939827475067
1328,6E-7,Earth,6,-7,1,1.1082334930071556
1329,6E-5,Earth,6,-5,1,0.8855489670509613
1330,6E-1,Earth,6,-1,5,0.30285348665230777
1331,6E+1,Earth,6,1,7,0.30285348665230777
1332,6E+5,Earth,6,5,11,0.8855489670509613
1333,6E+7,Earth,6,7,13,1.1082334930071556
1334,6E+11,Earth,6,11,17,1.497939827475067
1335,6E+13,Earth,6,13,19,1.6744087292381094
1336,6E+17,Earth,6,17,23,2.0023125012034324
1337,6E+19,Earth,6,19,25,2.1564280808887526
1338,7E-25,Earth,7,-25,18,2.336476356414661
1339,7E-24,Earth,7,-24,17,2.273747385215251
1340,7E-23,Earth,7,-23,16,2.2101408014919817
1341,7E-22,Earth,7,-22,15,2.145605326794846
1342,7E-20,Earth,7,-20,13,2.013514285879618
1343,7E-19,Earth,7,-19,12,1.9458250293396284
1344,7E-18,Earth,7,-18,11,1.876937112086286
1345,7E-17,Earth,7,-17,10,1.8067608263548072
1346,7E-16,Earth,7,-16,9,1.73519401054953
1347,7E-15,Earth,7,-15,8,1.662119421646129
1348,7E-13,Earth,7,-13,6,1.5108810924746792
1349,7E-12,Earth,7,-12,5,1.432371096388061
1350,7E-11,Earth,7,-11,4,1.3516466579976973
1351,7E-10,Earth,7,-10,3,1.2684345165218873
1352,7E-9,Earth,7,-9,2,1.1823962884232027
1353,7E-8,Earth,7,-8,1,1.0931037297714299
1354,7E-6,Earth,7,-6,1,0.902337247800158
1355,7E-5,Earth,7,-5,2,0.799063673889576
1356,7E-4,Earth,7,-4,3,0.6886121994288107
1357,7E-3,Earth,7,-3,4,0.5684368463038127
1358,7E-2,Earth,7,-2,5,0.4337985026373825
1359,7E-1,Earth,7,-1,6,0.27327593244285747
1360,7E+1,Earth,7,1,8,0.27327593244285747
1361,7E+2,Earth,7,2,9,0.4337985026373825
1362,7E+3,Earth,7,3,10,0.5684368463038127
1363,7E+4,Earth,7,4,11,0.6886121994288107
1364,7E+5,Earth,7,5,12,0.799063673889576
1365,7E+6,Earth,7,6,13,0.902337247800158
1366,7E+8,Earth,7,8,15,1.0931037297714299
1367,7E+9,Earth,7,9,16,1.1823962884232027
1368,7E+10,Earth,7,10,17,1.2684345165218873
1369,7E+11,Earth,7,11,18,1.3516466579976973
1370,7E+12,Earth,7,12,19,1.432371096388061
1371,7E+13,Earth,7,13,20,1.5108810924746792
1372,7E+15,Earth,7,15,22,1.662119421646129
1373,7E+16,Earth,7,16,23,1.73519401054953
1374,7E+17,Earth,7,17,24,1.8067608263548072
1375,7E+18,Earth,7,18,25,1.876937112086286
1376,8E-25,Earth,8,-25,17,2.1374703180904593
1377,8E-23,Earth,8,-23,15,2.021895213713589
1378,8E-21,Earth,8,-21,13,1.9029159952798789
1379,8E-19,Earth,8,-19,11,1.7800921601420294
1380,8E-17,Earth,8,-17,9,1.6528725521314922
1381,8E-15,Earth,8,-15,7,1.5205507725924399
1382,8E-13,Earth,8,-13,5,1.3821939522145847
1383,8E-11,Earth,8,-11,3,1.2365220833861104
1384,8E-9,Earth,8,-9,1,1.0816873724342484
1385,8E-7,Earth,8,-7,1,0.9148265921744998
1386,8E-5,Earth,8,-5,3,0.7310045661340148
1387,8E-3,Earth,8,-3,5,0.5200210493667481
1388,8E-1,Earth,8,-1,7,0.250000045
1389,8E+1,Earth,8,1,9,0.250000045
1390,8E+3,Earth,8,3,11,0.5200210493667481
1391,8E+5,Earth,8,5,13,0.7310045661340148
1392,8E+7,Earth,8,7,15,0.9148265921744998
1393,8E+9,Earth,8,9,17,1.0816873724342484
1394,8E+11,Earth,8,11,19,1.2365220833861104
1395,8E+13,Earth,8,13,21,1.3821939522145847
1396,8E+15,Earth,8,15,23,1.5205507725924399
1397,8E+17,Earth,8,17,25,1.6528725521314922
1398,9E-25,Earth,9,-25,16,1.976052191517143
1399,9E-23,Earth,9,-23,14,1.8692051226452038
1400,9E-22,Earth,9,-22,13,1.814624871552245
1401,9E-20,Earth,9,-20,11,1.7029101562872244
1402,9E-19,Earth,9,-19,10,1.6456626248235355
1403,9E-17,Earth,9,-17,8,1.5280504254467697
1404,9E-16,Earth,9,-16,7,1.467523485885125
1405,9E-14,Earth,9,-14,5,1.3425292678730634
1406,9E-13,Earth,9,-13,4,1.2778130134763264
1407,9E-11,Earth,9,-11,2,1.1431420366657268
1408,9E-10,Earth,9,-10,1,1.0727661759930212
1409,9E-8,Earth,9,-8,1,0.9244818655408854
1410,9E-7,Earth,9,-7,2,0.8457404423466128
1411,9E-5,Earth,9,-5,4,0.6758003433744177
1412,9E-4,Earth,9,-4,5,0.5823870813205216
1413,9E-2,Earth,9,-2,7,0.3668808714712813
1414,9E-1,Earth,9,-1,8,0.23112046638522138
1415,9E+1,Earth,9,1,10,0.23112046638522138
1416,9E+2,Earth,9,2,11,0.3668808714712813
1417,9E+4,Earth,9,4,13,0.5823870813205216
1418,9E+5,Earth,9,5,14,0.6758003433744177
1419,9E+7,Earth,9,7,16,0.8457404423466128
1420,9E+8,Earth,9,8,17,0.9244818655408854
1421,9E+10,Earth,9,10,19,1.0727661759930212
1422,9E+11,Earth,9,11,20,1.1431420366657268
1423,9E+13,Earth,9,13,22,1.2778130134763264
1424,9E+14,Earth,9,14,23,1.3425292678730634
1425,9E+16,Earth,9,16,25,1.467523485885125
1426,10E-23,Earth,10,-23,13,1.7424164752135942
1427,10E-21,Earth,10,-21,11,1.6398832929790077
1428,10E-19,Earth,10,-19,9,1.534036920505512
1429,10E-17,Earth,10,-17,7,1.4244023858054478
1430,10E-13,Earth,10,-13,3,1.1911386396013492
1431,10E-11,Earth,10,-11,1,1.0656024285750134
1432,10E-9,Earth,10,-9,1,0.932169919576713
1433,10E-7,Earth,10,-7,3,0.7883736582177572
1434,10E-3,Earth,10,-3,7,0.44814055532100194
1435,10E-1,Earth,10,-1,9,0.21544350778301283
1436,10E+1,Earth,10,1,11,0.21544350778301283
1437,10E+3,Earth,10,3,13,0.44814055532100194
1438,10E+7,Earth,10,7,17,0.7883736582177572
1439,10E+9,Earth,10,9,19,0.932169919576713
1440,10E+11,Earth,10,11,21,1.0656024285750134
1441,10E+13,Earth,10,13,23,1.1911386396013492
1442,11E-25,Earth,11,-25,14,1.7286150660421977
1443,11E-24,Earth,11,-24,13,1.6822057606816156
1444,11E-23,Earth,11,-23,12,1.6351471638241502
1445,11E-21,Earth,11,-21,10,1.5389262863739435
1446,11E-20,Earth,11,-20,9,1.4896753055972263
1447,11E-19,Earth,11,-19,8,1.4395961903761452
1448,11E-18,Earth,11,-18,7,1.3886302598605351
1449,11E-17,Earth,11,-17,6,1.336711144795975
1450,11E-16,Earth,11,-16,5,1.283763262105005
1451,11E-15,Earth,11,-15,4,1.229699870889228
1452,11E-14,Earth,11,-14,3,1.1744205588346401
1453,11E-13,Earth,11,-13,2,1.1178079385565645
1454,11E-12,Earth,11,-12,1,1.0597232240685925
1455,11E-10,Earth,11,-10,1,0.9384366375152617
1456,11E-9,Earth,11,-9,2,0.8747822474596381
1457,11E-8,Earth,11,-8,3,0.8087201785039025
1458,11E-7,Earth,11,-7,4,0.7398385917525317
1459,11E-6,Earth,11,-6,5,0.6675837985332406
1460,11E-5,Earth,11,-5,6,0.5911780367990216
1461,11E-4,Earth,11,-4,7,0.509461788185903
1462,11E-3,Earth,11,-3,8,0.4205514401704039
1463,11E-2,Earth,11,-2,9,0.32094081552625126
1464,11E-1,Earth,11,-1,10,0.20218004462597564
1465,11E+1,Earth,11,1,12,0.20218004462597564
1466,11E+2,Earth,11,2,13,0.32094081552625126
1467,11E+3,Earth,11,3,14,0.4205514401704039
1468,11E+4,Earth,11,4,15,0.509461788185903
1469,11E+5,Earth,11,5,16,0.5911780367990216
1470,11E+6,Earth,11,6,17,0.6675837985332406
1471,11E+7,Earth,11,7,18,0.7398385917525317
1472,11E+8,Earth,11,8,19,0.8087201785039025
1473,11E+9,Earth,11,9,20,0.8747822474596381
1474,11E+10,Earth,11,10,21,0.9384366375152617
1475,11E+12,Earth,11,12,23,1.0597232240685925
1476,11E+13,Earth,11,13,24,1.1178079385565645
1477,11E+14,Earth,11,14,25,1.1744205588346401
1478,12E-25,Earth,12,-25,13,1.6311951441020998
1479,12E-23,Earth,12,-23,11,1.5429948320589055
1480,12E-19,Earth,12,-19,7,1.3584645658480716
1481,12E-17,Earth,12,-17,5,1.261377834366929
1482,12E-13,Earth,12,-13,1,1.0548114020474095
1483,12E-11,Earth,12,-11,1,0.943642960055866
1484,12E-7,Earth,12,-7,5,0.698143353019119
1485,12E-5,Earth,12,-5,7,0.5578608921500838
1486,12E-1,Earth,12,-1,11,0.19078574143364926
1487,12E+1,Earth,12,1,13,0.19078574143364926
1488,12E+5,Earth,12,5,17,0.5578608921500838
1489,12E+7,Earth,12,7,19,0.698143353019119
1490,12E+11,Earth,12,11,23,0.943642960055866
1491,12E+13,Earth,12,13,25,1.0548114020474095
1492,13E-25,Earth,13,-25,12,1.5464332624306518
1493,13E-24,Earth,13,-24,11,1.504915115964287
1494,13E-23,Earth,13,-23,10,1.4628161079819495
1495,13E-22,Earth,13,-22,9,1.4201022990429426
1496,13E-21,Earth,13,-21,8,1.3767361192369993
1497,13E-20,Earth,13,-20,7,1.3326757865599104
1498,13E-19,Earth,13,-19,6,1.2878745979943778
1499,13E-18,Earth,13,-18,5,1.242280057168974
1500,13E-17,Earth,13,-17,4,1.195832789602558
1501,13E-16,Earth,13,-16,3,1.148465178052079
1502,13E-15,Earth,13,-15,2,1.1000996233960618
1503,13E-14,Earth,13,-14,1,1.0506462959521303
1504,13E-12,Earth,13,-12,1,0.9480371164541946
1505,13E-11,Earth,13,-11,2,0.8946083897841538
1506,13E-10,Earth,13,-10,3,0.839533138086019
1507,13E-9,Earth,13,-9,4,0.7825873969458984
1508,13E-8,Earth,13,-8,5,0.723487726449539
1509,13E-7,Earth,13,-7,6,0.6618656921320838
1510,13E-6,Earth,13,-6,7,0.5972259595511386
1511,13E-5,Earth,13,-5,8,0.5288727363794374
1512,13E-4,Earth,13,-4,9,0.45576870794717894
1513,13E-3,Earth,13,-3,10,0.3762287789910718
1514,13E-2,Earth,13,-2,11,0.28711629451301973
1515,13E-1,Earth,13,-1,12,0.18087193161238474
1516,13E+1,Earth,13,1,14,0.18087193161238474
1517,13E+2,Earth,13,2,15,0.28711629451301973
1518,13E+3,Earth,13,3,16,0.3762287789910718
1519,13E+4,Earth,13,4,17,0.45576870794717894
1520,13E+5,Earth,13,5,18,0.5288727363794374
1521,13E+6,Earth,13,6,19,0.5972259595511386
1522,13E+7,Earth,13,7,20,0.6618656921320838
1523,13E+8,Earth,13,8,21,0.723487726449539
1524,13E+9,Earth,13,9,22,0.7825873969458984
1525,13E+10,Earth,13,10,23,0.839533138086019
1526,13E+11,Earth,13,11,24,0.8946083897841538
1527,13E+12,Earth,13,12,25,0.9480371164541946
1528,14E-25,Earth,14,-25,11,1.4718878720142539
1529,14E-23,Earth,14,-23,9,1.392301459515637
1530,14E-19,Earth,14,-19,5,1.2257929569386536
1531,14E-17,Earth,14,-17,3,1.1381879986249386
1532,14E-15,Earth,14,-15,1,1.0470696233855252
1533,14E-13,Earth,14,-13,1,0.9517954461485053
1534,14E-11,Earth,14,-11,3,0.8514840382156778
1535,14E-9,Earth,14,-9,5,0.7448629865509813
1536,14E-5,Earth,14,-5,9,0.5033785714699046
1537,14E-3,Earth,14,-3,11,0.35809277409701523
1538,14E-1,Earth,14,-1,13,0.1721530498572027
1539,14E+1,Earth,14,1,15,0.1721530498572027
1540,14E+3,Earth,14,3,17,0.35809277409701523
1541,14E+5,Earth,14,5,19,0.5033785714699046
1542,14E+9,Earth,14,9,23,0.7448629865509813
1543,14E+11,Earth,14,11,25,0.8514840382156778
1544,15E-23,Earth,15,-23,8,1.3297126370910506
1545,15E-22,Earth,15,-22,7,1.290885411157064
1546,15E-19,Earth,15,-19,4,1.1706892743368753
1547,15E-17,Earth,15,-17,2,1.0870224654389613
1548,15E-16,Earth,15,-16,1,1.0439648922253437
1549,15E-14,Earth,15,-14,1,0.9550466727959291
1550,15E-13,Earth,15,-13,2,0.9090089104048431
1551,15E-11,Earth,15,-11,4,0.8132068512594915
1552,15E-8,Earth,15,-8,7,0.6576566715329716
1553,15E-7,Earth,15,-7,8,0.6016417033438263
1554,15E-4,Earth,15,-4,11,0.4142977420340947
1555,15E-2,Earth,15,-2,13,0.260991223056336
1556,15E-1,Earth,15,-1,14,0.16441416788324292
1557,15E+1,Earth,15,1,16,0.16441416788324292
1558,15E+2,Earth,15,2,17,0.260991223056336
1559,15E+4,Earth,15,4,19,0.4142977420340947
1560,15E+7,Earth,15,7,22,0.6016417033438263
1561,15E+8,Earth,15,8,23,0.6576566715329716
1562,16E-25,Earth,16,-25,9,1.34652192364383
1563,16E-23,Earth,16,-23,7,1.2737141702197219
1564,16E-21,Earth,16,-21,5,1.1987619593173864
1565,16E-19,Earth,16,-19,3,1.1213877916578894
1566,16E-17,Earth,16,-17,1,1.041244460611964
1567,16E-15,Earth,16,-15,1,0.9578869629115637
1568,16E-13,Earth,16,-13,3,0.8707276277162719
1569,16E-11,Earth,16,-11,5,0.778960100759012
1570,16E-9,Earth,16,-9,7,0.6814203449676923
1571,16E-7,Earth,16,-7,9,0.5763046402421225
1572,16E-5,Earth,16,-5,11,0.4605040202207571
1573,16E-3,Earth,16,-3,13,0.3275927332427935
1574,16E-1,Earth,16,-1,15,0.15749015958508278
1575,16E+1,Earth,16,1,17,0.15749015958508278
1576,16E+3,Earth,16,3,19,0.3275927332427935
1577,16E+5,Earth,16,5,21,0.4605040202207571
1578,16E+7,Earth,16,7,23,0.5763046402421225
1579,16E+9,Earth,16,9,25,0.6814203449676923
1580,17E-25,Earth,17,-25,8,1.2931854304669177
1581,17E-24,Earth,17,-24,7,1.2584664009331734
1582,17E-23,Earth,17,-23,6,1.2232616332380588
1583,17E-22,Earth,17,-22,5,1.1875427459497376
1584,17E-21,Earth,17,-21,4,1.1512783217017049
1585,17E-20,Earth,17,-20,3,1.1144334208166968
1586,17E-19,Earth,17,-19,2,1.0769689884819416
1587,17E-18,Earth,17,-18,1,1.0388411252648988
1588,17E-16,Earth,17,-16,1,0.9603896086153568
1589,17E-15,Earth,17,-15,2,0.9199445198183758
1590,17E-14,Earth,17,-14,3,0.8785897946632255
1591,17E-13,Earth,17,-13,4,0.8362376150702376
1592,17E-12,Earth,17,-12,5,0.7927841545605732
1593,17E-11,Earth,17,-11,6,0.748105051636017
1594,17E-10,Earth,17,-10,7,0.7020490627966538
1595,17E-9,Earth,17,-9,8,0.6544289006088614
1596,17E-8,Earth,17,-8,9,0.6050075419973934
1597,17E-7,Earth,17,-7,10,0.553476888259506
1598,17E-6,Earth,17,-6,11,0.49942272217698835
1599,17E-5,Earth,17,-5,12,0.44226319613823595
1600,17E-4,Earth,17,-4,13,0.38113086875383617
1601,17E-3,Earth,17,-3,14,0.3146166002332934
1602,17E-2,Earth,17,-2,15,0.24009740215383923
1603,17E-1,Earth,17,-1,16,0.15125188549934834
1604,17E+1,Earth,17,1,18,0.15125188549934834
1605,17E+2,Earth,17,2,19,0.24009740215383923
1606,17E+3,Earth,17,3,20,0.3146166002332934
1607,17E+4,Earth,17,4,21,0.38113086875383617
1608,17E+5,Earth,17,5,22,0.44226319613823595
1609,17E+6,Earth,17,6,23,0.49942272217698835
1610,17E+7,Earth,17,7,24,0.553476888259506
1611,17E+8,Earth,17,8,25,0.6050075419973934
1612,18E-25,Earth,18,-25,7,1.2448348758916719
1613,18E-23,Earth,18,-23,5,1.17752544029601
1614,18E-19,Earth,18,-19,1,1.036702491020211
1615,18E-17,Earth,18,-17,1,0.9626114481606008
1616,18E-13,Earth,18,-13,5,0.8049717567542124
1617,18E-11,Earth,18,-11,7,0.7201343575074232
1618,18E-7,Earth,18,-7,11,0.5327830930299495
1619,18E-5,Earth,18,-5,13,0.4257275390718061
1620,18E-1,Earth,18,-1,17,0.14559677033013044
1621,18E+1,Earth,18,1,19,0.14559677033013044
1622,18E+5,Earth,18,5,23,0.4257275390718061
1623,18E+7,Earth,18,7,25,0.5327830930299495
1624,19E-25,Earth,19,-25,6,1.200764067555116
1625,19E-24,Earth,19,-24,5,1.1685263372634496
1626,19E-23,Earth,19,-23,4,1.1358375835402843
1627,19E-22,Earth,19,-22,3,1.1026714533176594
1628,19E-21,Earth,19,-21,2,1.0689987745650926
1629,19E-20,Earth,19,-20,1,1.0347871046738122
1630,19E-18,Earth,19,-18,1,0.9645972385153042
1631,19E-17,Earth,19,-17,2,0.9285321775231415
1632,19E-16,Earth,19,-16,3,0.8917524940427659
1633,19E-15,Earth,19,-15,4,0.8541979344318092
1634,19E-14,Earth,19,-14,5,0.8157987483444799
1635,19E-13,Earth,19,-13,6,0.7764733938827155
1636,19E-12,Earth,19,-12,7,0.736125464837388
1637,19E-11,Earth,19,-11,8,0.6946394875765455
1638,19E-10,Earth,19,-10,9,0.6518750276691527
