,mmr,planet,m1,m,q,a
1639,19E-9,Earth,19,-9,10,0.6076581827379487
1640,19E-8,Earth,19,-8,11,0.5617688692703666
1641,19E-7,Earth,19,-7,12,0.5139210077585502
1642,19E-6,Earth,19,-6,13,0.46372998425613676
1643,19E-5,Earth,19,-5,14,0.41065553463058424
1644,19E-4,Earth,19,-4,15,0.35389221178468805
1645,19E-3,Earth,19,-3,16,0.2921315843158624
1646,19E-2,Earth,19,-2,17,0.2229381235106915
1647,19E-1,Earth,19,-1,18,0.14044221731759166
1648,19E+1,Earth,19,1,20,0.14044221731759166
1649,19E+2,Earth,19,2,21,0.2229381235106915
1650,19E+3,Earth,19,3,22,0.2921315843158624
1651,19E+4,Earth,19,4,23,0.35389221178468805
1652,19E+5,Earth,19,5,24,0.41065553463058424
1653,19E+6,Earth,19,6,25,0.46372998425613676
1654,20E-23,Earth,20,-23,3,1.097653597402618
1655,20E-21,Earth,20,-21,1,1.0330617400975868
1656,20E-19,Earth,20,-19,1,0.9663827037304014
1657,20E-17,Earth,20,-17,3,0.897317274698381
1658,20E-13,Earth,20,-13,7,0.7503703226884414
1659,20E-11,Earth,20,-11,9,0.6712874652903787
1660,20E-9,Earth,20,-9,11,0.5872302518767558
1661,20E-7,Earth,20,-7,13,0.4966442835855893
1662,20E-3,Earth,20,-3,17,0.28231085948025414
1663,20E-1,Earth,20,-1,19,0.1357209052595039
1664,20E+1,Earth,20,1,21,0.1357209052595039
1665,20E+3,Earth,20,3,23,0.28231085948025414
1666,21E-25,Earth,21,-25,4,1.1232606736908213
1667,21E-23,Earth,21,-23,2,1.0625248737568942
1668,21E-22,Earth,21,-22,1,1.0314994535397177
1669,21E-20,Earth,21,-20,1,0.9679967045392359
1670,21E-19,Earth,21,-19,2,0.9354551041528265
1671,21E-17,Earth,21,-17,4,0.8686000084861595
1672,21E-16,Earth,21,-16,5,0.8341942720383494
1673,21E-13,Earth,21,-13,8,0.7263558688023979
1674,21E-11,Earth,21,-11,10,0.6498039372348746
1675,21E-10,Earth,21,-10,11,0.6097997121389257
1676,21E-8,Earth,21,-8,13,0.5255094615214233
1677,21E-5,Earth,21,-5,16,0.3841497467718334
1678,21E-4,Earth,21,-4,17,0.33105021624488057
1679,21E-2,Earth,21,-2,19,0.20854856800958735
1680,21E-1,Earth,21,-1,20,0.13137736538035583
1681,21E+1,Earth,21,1,22,0.13137736538035583
1682,21E+2,Earth,21,2,23,0.20854856800958735
1683,21E+4,Earth,21,4,25,0.33105021624488057
1684,22E-25,Earth,22,-25,3,1.0889592544359907
1685,22E-23,Earth,22,-23,1,1.030078165688974
1686,22E-21,Earth,22,-21,1,0.9694628112195385
1687,22E-19,Earth,22,-19,3,0.9068887718016864
1688,22E-17,Earth,22,-17,5,0.8420752544787613
1689,22E-15,Earth,22,-15,7,0.774662376193173
1690,22E-13,Earth,22,-13,9,0.7041748757635053
1691,22E-9,Earth,22,-9,13,0.551078283824372
1692,22E-7,Earth,22,-7,15,0.46606910763679715
1693,22E-5,Earth,22,-5,17,0.3724188263993066
1694,22E-3,Earth,22,-3,19,0.2649308060171482
1695,22E-1,Earth,22,-1,21,0.12736544704647576
1696,22E+1,Earth,22,1,23,0.12736544704647576
1697,22E+3,Earth,22,3,25,0.2649308060171482
1698,23E-25,Earth,23,-25,2,1.0571619579183096
1699,23E-24,Earth,23,-24,1,1.028779611215204
1700,23E-22,Earth,23,-22,1,0.9708004628281548
1701,23E-21,Earth,23,-21,2,0.9411547764187521
1702,23E-20,Earth,23,-20,3,0.911034558048493
1703,23E-19,Earth,23,-19,4,0.8804078809253153
1704,23E-18,Earth,23,-18,5,0.8492388578446756
1705,23E-17,Earth,23,-17,6,0.8174868996364757
1706,23E-16,Earth,23,-16,7,0.7851057822710156
1707,23E-15,Earth,23,-15,8,0.7520424579762481
1708,23E-14,Earth,23,-14,9,0.7182355180090949
1709,23E-13,Earth,23,-13,10,0.6836131722527983
1710,23E-12,Earth,23,-12,11,0.6480905439363497
1711,23E-11,Earth,23,-11,12,0.6115659691824388
1712,23E-10,Earth,23,-10,13,0.5739158084334844
1713,23E-9,Earth,23,-9,14,0.5349869566935933
1714,23E-8,Earth,23,-8,15,0.49458565073871685
1715,23E-7,Earth,23,-7,16,0.45246002396090346
1716,23E-6,Earth,23,-6,17,0.4082714592716125
1717,23E-5,Earth,23,-5,18,0.36154430395639037
1718,23E-4,Earth,23,-4,19,0.3115694361708316
1719,23E-3,Earth,23,-3,20,0.257194902803801
1720,23E-2,Earth,23,-2,21,0.19627644556775392
1721,23E-1,Earth,23,-1,22,0.12364641268467923
1722,23E+1,Earth,23,1,24,0.12364641268467923
1723,23E+2,Earth,23,2,25,0.19627644556775392
1724,24E-25,Earth,24,-25,1,1.027588549270268
1725,24E-23,Earth,24,-23,1,0.9720258343950099
1726,24E-19,Earth,24,-19,5,0.8557790510241429
1727,24E-17,Earth,24,-17,7,0.7946182426948514
1728,24E-13,Earth,24,-13,11,0.6644895445543277
1729,24E-11,Earth,24,-11,13,0.5944578144797463
1730,24E-7,Earth,24,-7,17,0.43980275315648776
1731,24E-5,Earth,24,-5,19,0.3514303404665121
1732,24E-1,Earth,24,-1,23,0.1201874858260276
1733,24E+1,Earth,24,1,25,0.1201874858260276
1734,1M-25,Mars,1,-25,24,13.0275580247615
1735,1M-24,Mars,1,-24,23,12.677798306504426
1736,1M-23,Mars,1,-23,22,12.32314525900546
1737,1M-22,Mars,1,-22,21,11.963312967544747
1738,1M-21,Mars,1,-21,20,11.5979849333778
1739,1M-20,Mars,1,-20,19,11.22680917397977
1740,1M-19,Mars,1,-19,18,10.849392250925238
1741,1M-18,Mars,1,-18,17,10.46529192105928
1742,1M-17,Mars,1,-17,16,10.074007998232869
1743,1M-16,Mars,1,-16,15,9.674970857116085
1744,1M-15,Mars,1,-15,14,9.267526782425993
1745,1M-14,Mars,1,-14,13,8.850919025437683
1746,1M-13,Mars,1,-13,12,8.42426290627343
1747,1M-12,Mars,1,-12,11,7.986512476343251
1748,1M-11,Mars,1,-11,10,7.536414917144964
1749,1M-10,Mars,1,-10,9,7.072446600724993
1750,1M-9,Mars,1,-9,8,6.59272079231867
1751,1M-8,Mars,1,-8,7,6.094849719999999
1752,1M-7,Mars,1,-7,6,5.5757295955319774
1753,1M-6,Mars,1,-6,5,5.031187592096446
1754,1M-5,Mars,1,-5,4,4.45536217325543
1755,1M-4,Mars,1,-4,3,3.839514729086937
1756,1M-3,Mars,1,-3,2,3.1694495766261066
1757,1M-2,Mars,1,-2,1,2.418742714279021
1758,1M-1,Mars,1,-1,0,1.52371243
1759,1M+1,Mars,1,1,2,1.52371243
1760,1M+2,Mars,1,2,3,2.418742714279021
1761,1M+3,Mars,1,3,4,3.1694495766261066
1762,1M+4,Mars,1,4,5,3.839514729086937
1763,1M+5,Mars,1,5,6,4.45536217325543
1764,1M+6,Mars,1,6,7,5.031187592096446
1765,1M+7,Mars,1,7,8,5.5757295955319774
1766,1M+8,Mars,1,8,9,6.094849719999999
1767,1M+9,Mars,1,9,10,6.59272079231867
1768,1M+10,Mars,1,10,11,7.072446600724993
1769,1M+11,Mars,1,11,12,7.536414917144964
1770,1M+12,Mars,1,12,13,7.986512476343251
1771,1M+13,Mars,1,13,14,8.42426290627343
1772,1M+14,Mars,1,14,15,8.850919025437683
1773,1M+15,Mars,1,15,16,9.267526782425993
1774,1M+16,Mars,1,16,17,9.674970857116085
1775,1M+17,Mars,1,17,18,10.074007998232869
1776,1M+18,Mars,1,18,19,10.46529192105928
1777,1M+19,Mars,1,19,20,10.849392250925238
1778,1M+20,Mars,1,20,21,11.22680917397977
1779,1M+21,Mars,1,21,22,11.5979849333778
1780,1M+22,Mars,1,22,23,11.963312967544747
1781,1M+23,Mars,1,23,24,12.32314525900546
1782,1M+24,Mars,1,24,25,12.677798306504426
1783,2M-25,Mars,2,-25,23,8.206847292061946
1784,2M-23,Mars,2,-23,21,7.763095056366595
1785,2M-21,Mars,2,-21,19,7.30627267696314
1786,2M-19,Mars,2,-19,17,6.834688837753514
1787,2M-17,Mars,2,-17,15,6.346227366891453
1788,2M-15,Mars,2,-15,13,5.838176036821507
1789,2M-13,Mars,2,-13,11,5.306953082731228
1790,2M-11,Mars,2,-11,9,4.747643897426333
1791,2M-9,Mars,2,-9,7,4.15315385116095
1792,2M-7,Mars,2,-7,5,3.512489542966283
1793,2M-5,Mars,2,-5,3,2.8067022934949426
1794,2M-3,Mars,2,-3,1,1.9966281190858128
1795,2M-1,Mars,2,-1,1,0.9598786822717342
1796,2M+1,Mars,2,1,3,0.9598786822717342
1797,2M+3,Mars,2,3,5,1.9966281190858128
1798,2M+5,Mars,2,5,7,2.8067022934949426
1799,2M+7,Mars,2,7,9,3.512489542966283
1800,2M+9,Mars,2,9,11,4.15315385116095
1801,2M+11,Mars,2,11,13,4.747643897426333
1802,2M+13,Mars,2,13,15,5.306953082731228
1803,2M+15,Mars,2,15,17,5.838176036821507
1804,2M+17,Mars,2,17,19,6.346227366891453
1805,2M+19,Mars,2,19,21,6.834688837753514
1806,2M+21,Mars,2,21,23,7.30627267696314
1807,2M+23,Mars,2,23,25,7.763095056366595
1808,3M-25,Mars,3,-25,22,6.262996654455702
1809,3M-23,Mars,3,-23,20,5.924350318212134
1810,3M-22,Mars,3,-22,19,5.751360995631486
1811,3M-20,Mars,3,-20,17,5.397286902365198
1812,3M-19,Mars,3,-19,16,5.215843770664483
1813,3M-17,Mars,3,-17,14,4.843077902241584
1814,3M-16,Mars,3,-16,13,4.651240853804124
1815,3M-14,Mars,3,-14,11,4.255078053754389
1816,3M-13,Mars,3,-13,10,4.049963185576498
1817,3M-11,Mars,3,-11,8,3.6231303919702222
1818,3M-10,Mars,3,-10,7,3.400077690305904
1819,3M-8,Mars,3,-8,5,2.9300981299194095
1820,3M-7,Mars,3,-7,4,2.6805312044354315
1821,3M-5,Mars,3,-5,2,2.1419147266471747
1822,3M-4,Mars,3,-4,1,1.8458461560715334
1823,3M-2,Mars,3,-2,1,1.1628102134510312
1824,3M-1,Mars,3,-1,2,0.7325245324798524
1825,3M+1,Mars,3,1,4,0.7325245324798524
1826,3M+2,Mars,3,2,5,1.1628102134510312
1827,3M+4,Mars,3,4,7,1.8458461560715334
1828,3M+5,Mars,3,5,8,2.1419147266471747
1829,3M+7,Mars,3,7,10,2.6805312044354315
1830,3M+8,Mars,3,8,11,2.9300981299194095
1831,3M+10,Mars,3,10,13,3.400077690305904
1832,3M+11,Mars,3,11,14,3.6231303919702222
1833,3M+13,Mars,3,13,16,4.049963185576498
1834,3M+14,Mars,3,14,17,4.255078053754389
1835,3M+16,Mars,3,16,19,4.651240853804124
1836,3M+17,Mars,3,17,20,4.843077902241584
1837,3M+19,Mars,3,19,22,5.215843770664483
1838,3M+20,Mars,3,20,23,5.397286902365198
1839,3M+22,Mars,3,22,25,5.751360995631486
1840,4M-25,Mars,4,-25,21,5.169989828270791
1841,4M-23,Mars,4,-23,19,4.890443436925549
1842,4M-21,Mars,4,-21,17,4.602663370988813
1843,4M-19,Mars,4,-19,15,4.3055841680835885
1844,4M-17,Mars,4,-17,13,3.997872723482728
1845,4M-15,Mars,4,-15,11,3.6778204408916215
1846,4M-13,Mars,4,-13,9,3.3431709498687816
1847,4M-11,Mars,4,-11,7,2.990828241886187
1848,4M-9,Mars,4,-9,5,2.61632298026482
1849,4M-7,Mars,4,-7,3,2.2127297563594213
1850,4M-5,Mars,4,-5,1,1.7681116501812484
1851,4M-3,Mars,4,-3,1,1.2577968980241117
1852,4M-1,Mars,4,-1,3,0.6046856785697554
1853,4M+1,Mars,4,1,5,0.6046856785697554
1854,4M+3,Mars,4,3,7,1.2577968980241117
1855,4M+5,Mars,4,5,9,1.7681116501812484
1856,4M+7,Mars,4,7,11,2.2127297563594213
1857,4M+9,Mars,4,9,13,2.61632298026482
1858,4M+11,Mars,4,11,15,2.990828241886187
1859,4M+13,Mars,4,13,17,3.3431709498687816
1860,4M+15,Mars,4,15,19,3.6778204408916215
1861,4M+17,Mars,4,17,21,3.997872723482728
1862,4M+19,Mars,4,19,23,4.3055841680835885
1863,4M+21,Mars,4,21,25,4.602663370988813
1864,5M-24,Mars,5,-24,19,4.335746032188227
1865,5M-23,Mars,5,-23,18,4.214456396060462
1866,5M-22,Mars,5,-22,17,4.091395483413387
1867,5M-21,Mars,5,-21,16,3.966455053198955
1868,5M-19,Mars,5,-19,14,3.710439957028541
1869,5M-18,Mars,5,-18,13,3.579079491992266
1870,5M-17,Mars,5,-17,12,3.445262272721374
1871,5M-16,Mars,5,-16,11,3.308793490093307
1872,5M-14,Mars,5,-14,9,3.0269717278963184
1873,5M-13,Mars,5,-13,8,2.8810573876416585
1874,5M-12,Mars,5,-12,7,2.7313488464760605
1875,5M-11,Mars,5,-11,6,2.5774176464986684
1876,5M-9,Mars,5,-9,4,2.2546787956040526
1877,5M-8,Mars,5,-8,3,2.08440928396184
1878,5M-7,Mars,5,-7,2,1.9068726987066138
1879,5M-6,Mars,5,-6,1,1.7206419531406343
1880,5M-4,Mars,5,-4,1,1.3130955667299116
1881,5M-3,Mars,5,-3,2,1.0839365080470569
1882,5M-2,Mars,5,-2,3,0.8271983725233267
1883,5M-1,Mars,5,-1,4,0.5211023209904602
1884,5M+1,Mars,5,1,6,0.5211023209904602
1885,5M+2,Mars,5,2,7,0.8271983725233267
1886,5M+3,Mars,5,3,8,1.0839365080470569
1887,5M+4,Mars,5,4,9,1.3130955667299116
1888,5M+6,Mars,5,6,11,1.7206419531406343
1889,5M+7,Mars,5,7,12,1.9068726987066138
1890,5M+8,Mars,5,8,13,2.08440928396184
1891,5M+9,Mars,5,9,14,2.2546787956040526
1892,5M+11,Mars,5,11,16,2.5774176464986684
1893,5M+12,Mars,5,12,17,2.7313488464760605
1894,5M+13,Mars,5,13,18,2.8810573876416585
1895,5M+14,Mars,5,14,19,3.0269717278963184
1896,5M+16,Mars,5,16,21,3.308793490093307
1897,5M+17,Mars,5,17,22,3.445262272721374
1898,5M+18,Mars,5,18,23,3.579079491992266
1899,5M+19,Mars,5,19,24,3.710439957028541
1900,6M-25,Mars,6,-25,19,3.945440660184953
1901,6M-23,Mars,6,-23,17,3.7321068364334296
1902,6M-19,Mars,6,-19,13,3.285775679811615
1903,6M-17,Mars,6,-17,11,3.0509478976574385
1904,6M-13,Mars,6,-13,7,2.5513169344035633
1905,6M-11,Mars,6,-11,5,2.282429123678573
1906,6M-7,Mars,6,-7,1,1.6886288446841289
1907,6M-5,Mars,6,-5,1,1.3493217255912995
1908,6M-1,Mars,6,-1,5,0.4614615390178834
1909,6M+1,Mars,6,1,7,0.4614615390178834
1910,6M+5,Mars,6,5,11,1.3493217255912995
1911,6M+7,Mars,6,7,13,1.6886288446841289
1912,6M+11,Mars,6,11,17,2.282429123678573
1913,6M+13,Mars,6,13,19,2.5513169344035633
1914,6M+17,Mars,6,17,23,3.0509478976574385
1915,6M+19,Mars,6,19,25,3.285775679811615
1916,7M-25,Mars,7,-25,18,3.5601174258489925
1917,7M-24,Mars,7,-24,17,3.4645365299159008
1918,7M-23,Mars,7,-23,16,3.367618405112182
1919,7M-22,Mars,7,-22,15,3.269284917840234
1920,7M-20,Mars,7,-20,13,3.0680161931344325
1921,7M-19,Mars,7,-19,12,2.9648772501320013
1922,7M-18,Mars,7,-18,11,2.859911893230037
1923,7M-17,Mars,7,-17,10,2.752983433616873
1924,7M-16,Mars,7,-16,9,2.6439362064273526
1925,7M-15,Mars,7,-15,8,2.5325915670401358
1926,7M-13,Mars,7,-13,6,2.3021478864690286
1927,7M-12,Mars,7,-12,5,2.182521251085391
1928,7M-11,Mars,7,-11,4,2.0595204430453706
1929,7M-10,Mars,7,-10,3,1.9327290915742035
1930,7M-9,Mars,7,-9,2,1.8016315975626114
1931,7M-8,Mars,7,-8,1,1.6655754405285093
1932,7M-6,Mars,7,-6,1,1.374902233042689
1933,7M-5,Mars,7,-5,2,1.2175430331092674
1934,7M-4,Mars,7,-4,3,1.0492467788548976
1935,7M-3,Mars,7,-3,4,0.8661341324789752
1936,7M-2,Mars,7,-2,5,0.6609840516068382
1937,7M-1,Mars,7,-1,6,0.4163938601321273
1938,7M+1,Mars,7,1,8,0.4163938601321273
1939,7M+2,Mars,7,2,9,0.6609840516068382
1940,7M+3,Mars,7,3,10,0.8661341324789752
1941,7M+4,Mars,7,4,11,1.0492467788548976
1942,7M+5,Mars,7,5,12,1.2175430331092674
1943,7M+6,Mars,7,6,13,1.374902233042689
1944,7M+8,Mars,7,8,15,1.6655754405285093
1945,7M+9,Mars,7,9,16,1.8016315975626114
1946,7M+10,Mars,7,10,17,1.9327290915742035
1947,7M+11,Mars,7,11,18,2.0595204430453706
1948,7M+12,Mars,7,12,19,2.182521251085391
1949,7M+13,Mars,7,13,20,2.3021478864690286
1950,7M+15,Mars,7,15,22,2.5325915670401358
1951,7M+16,Mars,7,16,23,2.6439362064273526
1952,7M+17,Mars,7,17,24,2.752983433616873
1953,7M+18,Mars,7,18,25,2.859911893230037
1954,8M-25,Mars,8,-25,17,3.256889506190375
1955,8M-23,Mars,8,-23,15,3.080786314751365
1956,8M-21,Mars,8,-21,13,2.8994962333444505
1957,8M-19,Mars,8,-19,11,2.7123480627313095
1958,8M-17,Mars,8,-17,9,2.5185019995582176
1959,8M-15,Mars,8,-15,7,2.3168816956064986
1960,8M-13,Mars,8,-13,5,2.106065726568358
1961,8M-11,Mars,8,-11,3,1.8841037292862415
1962,8M-9,Mars,8,-9,1,1.648180198079668
1963,8M-7,Mars,8,-7,1,1.3939323988829944
1964,8M-5,Mars,8,-5,3,1.1138405433138574
1965,8M-3,Mars,8,-3,5,0.7923623941565267
1966,8M-1,Mars,8,-1,7,0.3809281075
1967,8M+1,Mars,8,1,9,0.3809281075
1968,8M+3,Mars,8,3,11,0.7923623941565267
1969,8M+5,Mars,8,5,13,1.1138405433138574
1970,8M+7,Mars,8,7,15,1.3939323988829944
1971,8M+9,Mars,8,9,17,1.648180198079668
1972,8M+11,Mars,8,11,19,1.8841037292862415
1973,8M+13,Mars,8,13,21,2.106065726568358
1974,8M+15,Mars,8,15,23,2.3168816956064986
1975,8M+17,Mars,8,17,25,2.5185019995582176
1976,9M-25,Mars,9,-25,16,3.0109347445751573
1977,9M-23,Mars,9,-23,14,2.8481305669306693
1978,9M-22,Mars,9,-22,13,2.7649659748774336
1979,9M-20,Mars,9,-20,11,2.5947449052540033
1980,9M-19,Mars,9,-19,10,2.5075161456771413
1981,9M-17,Mars,9,-17,8,2.32830900782441
1982,9M-16,Mars,9,-16,7,2.236083374265087
1983,9M-14,Mars,9,-14,5,2.0456281648839165
1984,9M-13,Mars,9,-13,4,1.9470192213861761
1985,9M-11,Mars,9,-11,2,1.7418194169955887
1986,9M-10,Mars,9,-10,1,1.6345868626184985
1987,9M-8,Mars,9,-8,1,1.4086442562782697
1988,9M-7,Mars,9,-7,2,1.2886649925975338
1989,9M-5,Mars,9,-5,4,1.0297251980473328
1990,9M-4,Mars,9,-4,5,0.8873902751492502
1991,9M-2,Mars,9,-2,7,0.5590208435662719
1992,9M-1,Mars,9,-1,8,0.35216106406956743
1993,9M+1,Mars,9,1,10,0.35216106406956743
1994,9M+2,Mars,9,2,11,0.5590208435662719
1995,9M+4,Mars,9,4,13,0.8873902751492502
1996,9M+5,Mars,9,5,14,1.0297251980473328
1997,9M+7,Mars,9,7,16,1.2886649925975338
1998,9M+8,Mars,9,8,17,1.4086442562782697
1999,9M+10,Mars,9,10,19,1.6345868626184985
2000,9M+11,Mars,9,11,20,1.7418194169955887
2001,9M+13,Mars,9,13,22,1.9470192213861761
2002,9M+14,Mars,9,14,23,2.0456281648839165
2003,9M+16,Mars,9,16,25,2.236083374265087
2004,10M-23,Mars,10,-23,13,2.654941163630331
2005,10M-21,Mars,10,-21,11,2.4987101074936264
2006,10M-19,Mars,10,-19,9,2.337430703115644
2007,10M-17,Mars,10,-17,7,2.170379229905155
2008,10M-13,Mars,10,-13,3,1.8149524243224298
2009,10M-11,Mars,10,-11,1,1.6236713735970878
2010,10M-9,Mars,10,-9,1,1.420358637666583
2011,10M-7,Mars,10,-7,3,1.2012545262851535
2012,10M-3,Mars,10,-3,7,0.6828372116190152
2013,10M-1,Mars,10,-1,9,0.3282738916824779
2014,10M+1,Mars,10,1,11,0.3282738916824779
2015,10M+3,Mars,10,3,13,0.6828372116190152
2016,10M+7,Mars,10,7,17,1.2012545262851535
2017,10M+9,Mars,10,9,19,1.420358637666583
2018,10M+11,Mars,10,11,21,1.6236713735970878
2019,10M+13,Mars,10,13,23,1.8149524243224298
2020,11M-25,Mars,11,-25,14,2.6339117887096455
2021,11M-24,Mars,11,-24,13,2.5631973659926572
2022,11M-23,Mars,11,-23,12,2.491493609929254
2023,11M-21,Mars,11,-21,10,2.344880689323193
2024,11M-20,Mars,11,-20,9,2.2698363712319956
2025,11M-19,Mars,11,-19,8,2.1935302146213402
2026,11M-18,Mars,11,-18,7,2.1158728067665225
2027,11M-17,Mars,11,-17,6,2.0367630200278133
2028,11M-16,Mars,11,-16,5,1.9560856875513202
2029,11M-15,Mars,11,-15,4,1.8737086411757564
2030,11M-14,Mars,11,-14,3,1.789478881437689
2031,11M-13,Mars,11,-13,2,1.7032175437521555
2032,11M-12,Mars,11,-12,1,1.614713158224621
2033,11M-10,Mars,11,-10,1,1.4299073119660926
2034,11M-9,Mars,11,-9,2,1.3329163440726446
2035,11M-8,Mars,11,-8,3,1.2322567665719972
2036,11M-7,Mars,11,-7,4,1.1273010555328382
2037,11M-6,Mars,11,-6,5,1.0172055487947156
2038,11M-5,Mars,11,-5,6,0.9007851608723376
2039,11M-4,Mars,11,-4,7,0.7762731195397261
2040,11M-3,Mars,11,-3,8,0.6407993414981643
2041,11M-2,Mars,11,-2,9,0.48902142188783004
2042,11M-1,Mars,11,-1,10,0.3080641916429993
2043,11M+1,Mars,11,1,12,0.3080641916429993
2044,11M+2,Mars,11,2,13,0.48902142188783004
2045,11M+3,Mars,11,3,14,0.6407993414981643
2046,11M+4,Mars,11,4,15,0.7762731195397261
2047,11M+5,Mars,11,5,16,0.9007851608723376
2048,11M+6,Mars,11,6,17,1.0172055487947156
2049,11M+7,Mars,11,7,18,1.1273010555328382
2050,11M+8,Mars,11,8,19,1.2322567665719972
2051,11M+9,Mars,11,9,20,1.3329163440726446
2052,11M+10,Mars,11,10,21,1.4299073119660926
2053,11M+12,Mars,11,12,23,1.614713158224621
2054,11M+13,Mars,11,13,24,1.7032175437521555
2055,11M+14,Mars,11,14,25,1.789478881437689
2056,12M-25,Mars,12,-25,13,2.485471869439074
2057,12M-23,Mars,12,-23,11,2.3510799818395203
2058,12M-19,Mars,12,-19,7,2.0699089721136454
2059,12M-17,Mars,12,-17,5,1.921976739195558
2060,12M-13,Mars,12,-13,1,1.6072289553041534
2061,12M-11,Mars,12,-11,1,1.4378402489078717
2062,12M-7,Mars,12,-7,5,1.0637695134385974
2063,12M-5,Mars,12,-5,7,0.8500194225764761
2064,12M-1,Mars,12,-1,11,0.2907025533627578
2065,12M+1,Mars,12,1,13,0.2907025533627578
2066,12M+5,Mars,12,5,17,0.8500194225764761
2067,12M+7,Mars,12,7,19,1.0637695134385974
2068,12M+11,Mars,12,11,23,1.4378402489078717
2069,12M+13,Mars,12,13,25,1.6072289553041534
2070,13M-25,Mars,13,-25,12,2.3563191599935873
2071,13M-24,Mars,13,-24,11,2.2930574555393335
2072,13M-23,Mars,13,-23,10,2.2289106853323952
2073,13M-22,Mars,13,-22,9,2.1638271354344245
2074,13M-21,Mars,13,-21,8,2.0977495601164575
2075,13M-20,Mars,13,-20,7,2.030614295630789
2076,13M-19,Mars,13,-19,6,1.962350180022254
2077,13M-18,Mars,13,-18,5,1.892877223931576
2078,13M-17,Mars,13,-17,4,1.8221049577400998
2079,13M-16,Mars,13,-16,3,1.7499303522326524
2080,13M-15,Mars,13,-15,2,1.676235168684568
2081,13M-14,Mars,13,-14,1,1.6008825325168636
2082,13M-12,Mars,13,-12,1,1.4445356784261918
2083,13M-11,Mars,13,-11,2,1.3631256781337782
2084,13M-10,Mars,13,-10,3,1.279206847641341
2085,13M-9,Mars,13,-9,4,1.1924379296489822
2086,13M-8,Mars,13,-8,5,1.1023870433139344
2087,13M-7,Mars,13,-7,6,1.0084928005635052
2088,13M-6,Mars,13,-6,7,0.9100004542866652
2089,13M-5,Mars,13,-5,8,0.8058498172564948
2090,13M-4,Mars,13,-4,9,0.6944603205012987
2091,13M-3,Mars,13,-3,10,0.5732643638848335
2092,13M-2,Mars,13,-2,11,0.4374825880581631
2093,13M-1,Mars,13,-1,12,0.2755967608284836
2094,13M+1,Mars,13,1,14,0.2755967608284836
2095,13M+2,Mars,13,2,15,0.4374825880581631
2096,13M+3,Mars,13,3,16,0.5732643638848335
2097,13M+4,Mars,13,4,17,0.6944603205012987
2098,13M+5,Mars,13,5,18,0.8058498172564948
2099,13M+6,Mars,13,6,19,0.9100004542866652
2100,13M+7,Mars,13,7,20,1.0084928005635052
2101,13M+8,Mars,13,8,21,1.1023870433139344
2102,13M+9,Mars,13,9,22,1.1924379296489822
2103,13M+10,Mars,13,10,23,1.279206847641341
2104,13M+11,Mars,13,11,24,1.3631256781337782
2105,13M+12,Mars,13,12,25,1.4445356784261918
2106,14M-25,Mars,14,-25,11,2.242733442462348
2107,14M-23,Mars,14,-23,9,2.1214666583071193
2108,14M-19,Mars,14,-19,5,1.867755628897868
2109,14M-17,Mars,14,-17,3,1.734270889012882
2110,14M-15,Mars,14,-15,1,1.5954327130500552
2111,14M-13,Mars,14,-13,1,1.4502622910666607
2112,14M-11,Mars,14,-11,3,1.2974165794408388
2113,14M-9,Mars,14,-9,5,1.1349567869624313
2114,14M-5,Mars,14,-5,9,0.7670040482836084
2115,14M-3,Mars,14,-3,11,0.5456303127713478
2116,14M-1,Mars,14,-1,13,0.26231169471372445
2117,14M+1,Mars,14,1,15,0.26231169471372445
2118,14M+3,Mars,14,3,17,0.5456303127713478
2119,14M+5,Mars,14,5,19,0.7670040482836084
2120,14M+9,Mars,14,9,23,1.1349567869624313
2121,14M+11,Mars,14,11,25,1.2974165794408388
2122,15M-23,Mars,15,-23,8,2.026099308765837
2123,15M-22,Mars,15,-22,7,1.9669377926368763
2124,15M-19,Mars,15,-19,4,1.7837934778919506
2125,15M-17,Mars,15,-17,2,1.6563093441429089
2126,15M-16,Mars,15,-16,1,1.5907019964410072
2127,15M-14,Mars,15,-14,1,1.4552162246303797
2128,15M-13,Mars,15,-13,2,1.385067926452389
2129,15M-11,Mars,15,-11,4,1.2390931643884788
2130,15M-8,Mars,15,-8,7,1.0020794647129123
2131,15M-7,Mars,15,-7,8,0.9167287767801808
2132,15M-4,Mars,15,-4,11,0.6312705056295925
2133,15M-2,Mars,15,-2,13,0.39767549911025185
2134,15M-1,Mars,15,-1,14,0.25051986617822813
2135,15M+1,Mars,15,1,16,0.25051986617822813
2136,15M+2,Mars,15,2,17,0.39767549911025185
2137,15M+4,Mars,15,4,19,0.6312705056295925
2138,15M+7,Mars,15,7,22,0.9167287767801808
2139,15M+8,Mars,15,8,23,1.0020794647129123
2140,16M-25,Mars,16,-25,9,2.0517118230154865
2141,16M-23,Mars,16,-23,7,1.9407737640916487
2142,16M-21,Mars,16,-21,5,1.8265681692407854
2143,16M-19,Mars,16,-19,3,1.7086722094383786
2144,16M-17,Mars,16,-17,1,1.5865568417228633
2145,16M-15,Mars,16,-15,1,1.4595440092053769
2146,16M-13,Mars,16,-13,3,1.3267382706828073
2147,16M-11,Mars,16,-11,5,1.1869109743565835
2148,16M-9,Mars,16,-9,7,1.0382884627902376
2149,16M-7,Mars,16,-7,9,0.8781223857415708
2150,16M-5,Mars,16,-5,11,0.7016755733737357
